x-axis,1,2
second,Volt,Volt
-940.00E-06,,
-930.00E-06,-206.09767E-03,-189.78800E-03
-920.00E-06,-205.92494E-03,-190.79303E-03
-910.00E-06,-205.98775E-03,-190.40044E-03
-900.00E-06,-206.09767E-03,-189.78800E-03
-890.00E-06,-205.84642E-03,-190.79303E-03
-880.00E-06,-205.84642E-03,-190.25911E-03
-870.00E-06,-206.09767E-03,-190.00785E-03
-860.00E-06,-205.84642E-03,-190.79303E-03
-850.00E-06,-205.84642E-03,-190.13348E-03
-840.00E-06,-206.09767E-03,-190.54177E-03
-830.00E-06,-205.84642E-03,-190.40044E-03
-820.00E-06,-206.09767E-03,-190.03926E-03
-810.00E-06,-205.84642E-03,-191.02858E-03
-800.00E-06,-205.84642E-03,-190.13348E-03
-790.00E-06,-206.09767E-03,-189.78800E-03
-780.00E-06,-205.84642E-03,-191.04428E-03
-770.00E-06,-205.94064E-03,-190.03926E-03
-760.00E-06,-206.09767E-03,-190.49466E-03
-750.00E-06,-206.09767E-03,-190.77732E-03
-740.00E-06,-206.06627E-03,-190.03926E-03
-730.00E-06,-205.84642E-03,-190.87154E-03
-720.00E-06,-205.84642E-03,-190.27481E-03
-710.00E-06,-205.84642E-03,-190.11777E-03
-700.00E-06,-205.84642E-03,-191.29554E-03
-690.00E-06,-205.84642E-03,-190.29051E-03
-680.00E-06,-206.09767E-03,-190.25911E-03
-670.00E-06,-205.84642E-03,-190.85584E-03
-660.00E-06,-205.98775E-03,-190.29051E-03
-650.00E-06,-205.95634E-03,-190.63599E-03
-640.00E-06,-205.90923E-03,-190.47896E-03
-630.00E-06,-206.09767E-03,-190.30622E-03
-620.00E-06,-205.84642E-03,-190.79303E-03
-610.00E-06,-206.05056E-03,-190.03926E-03
-600.00E-06,-206.00345E-03,-190.29051E-03
-590.00E-06,-205.84642E-03,-190.66740E-03
-580.00E-06,-205.92494E-03,-190.03926E-03
-570.00E-06,-206.08197E-03,-190.51036E-03
-560.00E-06,-205.84642E-03,-190.05496E-03
-550.00E-06,-205.90923E-03,-190.47896E-03
-540.00E-06,-205.84642E-03,-190.54177E-03
-530.00E-06,-206.09767E-03,-190.16489E-03
-520.00E-06,-206.01916E-03,-190.36903E-03
-510.00E-06,-205.89353E-03,-190.54177E-03
-500.00E-06,-205.84642E-03,-190.03926E-03
-490.00E-06,-206.09767E-03,-190.49466E-03
-480.00E-06,-206.09767E-03,-190.54177E-03
-470.00E-06,-206.09767E-03,-190.14918E-03
-460.00E-06,-206.01916E-03,-190.19629E-03
