x-axis,1,2
second,Volt,Volt
-940.00E-06,,
-930.00E-06,-206.09453E-03,-189.05622E-03
-920.00E-06,-205.93750E-03,-189.29177E-03
-910.00E-06,-205.60772E-03,-189.65295E-03
-900.00E-06,-205.76476E-03,-188.93059E-03
-890.00E-06,-205.85898E-03,-189.33888E-03
-880.00E-06,-205.84328E-03,-189.54303E-03
-870.00E-06,-205.85898E-03,-189.05622E-03
-860.00E-06,-205.67054E-03,-189.48021E-03
-850.00E-06,-205.60772E-03,-189.63725E-03
-840.00E-06,-205.74906E-03,-189.40169E-03
-830.00E-06,-205.79617E-03,-189.54303E-03
-820.00E-06,-205.63913E-03,-189.51162E-03
-810.00E-06,-205.85898E-03,-189.52732E-03
-800.00E-06,-205.60772E-03,-189.54303E-03
-790.00E-06,-205.78046E-03,-189.37029E-03
-780.00E-06,-206.00031E-03,-189.29177E-03
-770.00E-06,-206.11024E-03,-189.79428E-03
-760.00E-06,-205.85898E-03,-189.54303E-03
-750.00E-06,-205.85898E-03,-189.29177E-03
-740.00E-06,-205.40358E-03,-189.99843E-03
-730.00E-06,-205.85898E-03,-189.44880E-03
-720.00E-06,-205.60772E-03,-189.54303E-03
-710.00E-06,-205.85898E-03,-189.54303E-03
-700.00E-06,-205.85898E-03,-189.54303E-03
-690.00E-06,-206.11024E-03,-190.02983E-03
-680.00E-06,-205.63913E-03,-189.79428E-03
-670.00E-06,-205.93750E-03,-189.35458E-03
-660.00E-06,-205.49780E-03,-189.91991E-03
-650.00E-06,-205.76476E-03,-189.68436E-03
-640.00E-06,-206.06313E-03,-189.48021E-03
-630.00E-06,-205.84328E-03,-189.79428E-03
-620.00E-06,-205.60772E-03,-189.55873E-03
-610.00E-06,-205.81187E-03,-189.59014E-03
-600.00E-06,-205.71765E-03,-189.68436E-03
-590.00E-06,-205.60772E-03,-189.40169E-03
-580.00E-06,-205.60772E-03,-189.96702E-03
-570.00E-06,-205.63913E-03,-189.54303E-03
-560.00E-06,-205.38787E-03,-189.29177E-03
-550.00E-06,-205.60772E-03,-189.68436E-03
-540.00E-06,-205.78046E-03,-189.62154E-03
-530.00E-06,-205.85898E-03,-189.54303E-03
-520.00E-06,-205.78046E-03,-189.37029E-03
-510.00E-06,-205.60772E-03,-190.04554E-03
-500.00E-06,-205.60772E-03,-189.79428E-03
-490.00E-06,-205.82757E-03,-189.74717E-03
-480.00E-06,-205.60772E-03,-189.79428E-03
-470.00E-06,-205.74906E-03,-190.04554E-03
-460.00E-06,-205.85898E-03,-189.62154E-03
