x-axis,1,2
second,Volt,Volt
-150.000E-06,,
-147.500E-06,-206.097674E-03,-197.953830E-03
-145.000E-06,-205.924935E-03,-197.074433E-03
-142.500E-06,-205.877825E-03,-196.571920E-03
-140.000E-06,-206.097674E-03,-196.320664E-03
-137.500E-06,-206.097674E-03,-195.614006E-03
-135.000E-06,-205.846418E-03,-194.970162E-03
-132.500E-06,-205.987749E-03,-194.420539E-03
-130.000E-06,-205.940639E-03,-193.462624E-03
-127.500E-06,-205.815011E-03,-192.583227E-03
-125.000E-06,-205.846418E-03,-192.284860E-03
-122.500E-06,-205.846418E-03,-191.326946E-03
-120.000E-06,-205.846418E-03,-190.447549E-03
-117.500E-06,-205.987749E-03,-189.018529E-03
-115.000E-06,-205.689382E-03,-188.610237E-03
-112.500E-06,-205.846418E-03,-187.966393E-03
-110.000E-06,-205.862121E-03,-188.280463E-03
-107.500E-06,-205.846418E-03,-187.825061E-03
-105.000E-06,-205.846418E-03,-188.092021E-03
-102.500E-06,-205.736493E-03,-187.887875E-03
-100.000E-06,-205.799307E-03,-188.029207E-03
-97.500E-06,-205.909232E-03,-188.217649E-03
-95.000E-06,-205.846418E-03,-188.280463E-03
-92.500E-06,-205.846418E-03,-189.913629E-03
-90.000E-06,-205.909232E-03,-188.720162E-03
-87.500E-06,-205.956342E-03,-189.426820E-03
-85.000E-06,-205.877825E-03,-190.510363E-03
-82.500E-06,-205.846418E-03,-191.860865E-03
-80.000E-06,-205.877825E-03,-192.567523E-03
-77.500E-06,-205.846418E-03,-193.289885E-03
-75.000E-06,-205.657975E-03,-193.855212E-03
-72.500E-06,-205.846418E-03,-194.970162E-03
-70.000E-06,-205.972046E-03,-195.818152E-03
-67.500E-06,-205.846418E-03,-196.320664E-03
-65.000E-06,-206.066267E-03,-196.603327E-03
-62.500E-06,-205.862121E-03,-197.309986E-03
-60.000E-06,-206.097674E-03,-197.781091E-03
-57.500E-06,-205.846418E-03,-198.157976E-03
-55.000E-06,-205.972046E-03,-198.833227E-03
-52.500E-06,-205.767900E-03,-199.257222E-03
-50.000E-06,-205.909232E-03,-199.335739E-03
-47.500E-06,-205.610865E-03,-199.304332E-03
-45.000E-06,-205.877825E-03,-198.409232E-03
-42.500E-06,-205.846418E-03,-198.079458E-03
-40.000E-06,-205.736493E-03,-197.184358E-03
-37.500E-06,-205.846418E-03,-196.964508E-03
-35.000E-06,-206.097674E-03,-196.320664E-03
-32.500E-06,-206.081970E-03,-196.069408E-03
-30.000E-06,-205.846418E-03,-195.331343E-03
