x-axis;1;2
second;Volt;Volt
-80.000E-06;;
-77.500E-06;-1.021160479E+00;-1.416025424E+00
-75.000E-06;-1.021081961E+00;-1.417360223E+00
-72.500E-06;-1.021238997E+00;-1.415004696E+00
-70.000E-06;-1.021238997E+00;-1.416260977E+00
-67.500E-06;-1.020846409E+00;-1.417438741E+00
-65.000E-06;-1.020689373E+00;-1.415789871E+00
-62.500E-06;-1.021081961E+00;-1.416260977E+00
-60.000E-06;-1.021160479E+00;-1.417124670E+00
-57.500E-06;-1.021317514E+00;-1.415946907E+00
-55.000E-06;-1.021160479E+00;-1.415946907E+00
-52.500E-06;-1.021317514E+00;-1.416967635E+00
-50.000E-06;-1.021474549E+00;-1.416889118E+00
-47.500E-06;-1.021238997E+00;-1.415711354E+00
-45.000E-06;-1.021160479E+00;-1.415554319E+00
-42.500E-06;-1.021317514E+00;-1.417988364E+00
-40.000E-06;-1.021160479E+00;-1.415554319E+00
-37.500E-06;-1.021317514E+00;-1.415632836E+00
-35.000E-06;-1.021081961E+00;-1.417752811E+00
-32.500E-06;-1.021238997E+00;-1.415789871E+00
-30.000E-06;-1.021081961E+00;-1.414769143E+00
-27.500E-06;-1.021238997E+00;-1.418302434E+00
-25.000E-06;-1.021081961E+00;-1.416732082E+00
-22.500E-06;-1.021003444E+00;-1.414298037E+00
-20.000E-06;-1.020924926E+00;-1.417046153E+00
-17.500E-06;-1.021081961E+00;-1.417831329E+00
-15.000E-06;-1.021238997E+00;-1.415083213E+00
-12.500E-06;-1.021396032E+00;-1.416418012E+00
-10.000E-06;-1.021317514E+00;-1.417909846E+00
-7.500E-06;-1.021160479E+00;-1.414612108E+00
-5.000E-06;-1.021003444E+00;-1.416575047E+00
-2.500E-06;-1.021317514E+00;-1.416732082E+00
+0.0E+00;+966.198168E-03;-1.417281706E+00
+2.500E-06;+979.153570E-03;-1.421129067E+00
+5.000E-06;+978.054324E-03;-1.288826933E+00
+7.500E-06;+976.562490E-03;-1.506242132E+00
+10.000E-06;+976.248419E-03;-1.473657333E+00
+12.500E-06;+976.719525E-03;-1.346223289E+00
+15.000E-06;+977.112113E-03;-1.471615876E+00
+17.500E-06;+977.426183E-03;-1.517627182E+00
+20.000E-06;+978.603947E-03;-1.360984596E+00
+22.500E-06;+979.546158E-03;-1.405189997E+00
+25.000E-06;+979.860228E-03;-1.504122157E+00
+27.500E-06;+980.488369E-03;-1.383911731E+00
+30.000E-06;+980.645404E-03;-1.362162359E+00
+32.500E-06;+980.174299E-03;-1.482137233E+00
