x-axis;1;2
second;Volt;Volt
-80.000E-06;;
-77.500E-06;-1.023516007E+00;-1.009318771E+00
-75.000E-06;-1.023594524E+00;-1.009475806E+00
-72.500E-06;-1.023437489E+00;-1.009397288E+00
-70.000E-06;-1.023751559E+00;-1.009240253E+00
-67.500E-06;-1.023516007E+00;-1.009161736E+00
-65.000E-06;-1.023358971E+00;-1.009161736E+00
-62.500E-06;-1.023594524E+00;-1.009397288E+00
-60.000E-06;-1.023358971E+00;-1.009397288E+00
-57.500E-06;-1.023358971E+00;-1.009161736E+00
-55.000E-06;-1.023437489E+00;-1.009161736E+00
-52.500E-06;-1.023594524E+00;-1.009240253E+00
-50.000E-06;-1.023358971E+00;-1.009004700E+00
-47.500E-06;-1.023830077E+00;-1.009475806E+00
-45.000E-06;-1.023594524E+00;-1.009083218E+00
-42.500E-06;-1.023516007E+00;-1.009161736E+00
-40.000E-06;-1.023594524E+00;-1.009161736E+00
-37.500E-06;-1.023516007E+00;-1.009083218E+00
-35.000E-06;-1.023516007E+00;-1.009475806E+00
-32.500E-06;-1.023437489E+00;-1.009161736E+00
-30.000E-06;-1.023594524E+00;-1.009632841E+00
-27.500E-06;-1.023516007E+00;-1.009083218E+00
-25.000E-06;-1.023358971E+00;-1.009083218E+00
-22.500E-06;-1.023751559E+00;-1.009161736E+00
-20.000E-06;-1.023516007E+00;-1.008926183E+00
-17.500E-06;-1.023673042E+00;-1.009554324E+00
-15.000E-06;-1.023437489E+00;-1.009240253E+00
-12.500E-06;-1.023516007E+00;-1.009397288E+00
-10.000E-06;-1.023437489E+00;-1.009240253E+00
-7.500E-06;-1.023358971E+00;-1.009397288E+00
-5.000E-06;-1.023751559E+00;-1.009318771E+00
-2.500E-06;-1.023751559E+00;-1.009161736E+00
+0.0E+00;+942.250304E-03;-1.006806208E+00
+2.500E-06;+957.325681E-03;-1.008376560E+00
+5.000E-06;+956.147917E-03;-1.008062489E+00
+7.500E-06;+955.519776E-03;-1.007983972E+00
+10.000E-06;+955.048671E-03;-1.007512866E+00
+12.500E-06;+955.362741E-03;-1.007591384E+00
+15.000E-06;+955.990882E-03;-1.006963243E+00
+17.500E-06;+956.697540E-03;-1.006178067E+00
+20.000E-06;+957.639751E-03;-1.005942515E+00
+22.500E-06;+958.738997E-03;-1.005314374E+00
+25.000E-06;+959.759726E-03;-1.004607716E+00
+27.500E-06;+959.995279E-03;-1.004215128E+00
+30.000E-06;+960.466384E-03;-1.003194399E+00
+32.500E-06;+960.152314E-03;-1.002330706E+00
