x-axis;1;2
second;Volt;Volt
-1.3000E-03;-1.5657192E+00;-13.2331063E+00
-1.2900E-03;-1.5655622E+00;-13.2307507E+00
-1.2800E-03;-1.5658762E+00;-13.2307507E+00
-1.2700E-03;-1.5658762E+00;-13.2299656E+00
-1.2600E-03;-1.5657192E+00;-13.2307507E+00
-1.2500E-03;-1.5655622E+00;-13.2323211E+00
-1.2400E-03;-1.5657192E+00;-13.2315359E+00
-1.2300E-03;-1.5655622E+00;-13.2299656E+00
-1.2200E-03;-1.5658762E+00;-13.2331063E+00
-1.2100E-03;-1.5657192E+00;-13.2323211E+00
-1.2000E-03;-1.5655622E+00;-13.2307507E+00
-1.1900E-03;-1.5658762E+00;-13.2291804E+00
-1.1800E-03;-1.5657192E+00;-13.2291804E+00
-1.1700E-03;-1.5654051E+00;-13.2331063E+00
-1.1600E-03;-1.5655622E+00;-13.2299656E+00
-1.1500E-03;-1.5654051E+00;-13.2307507E+00
-1.1400E-03;-1.5654051E+00;-13.2315359E+00
-1.1300E-03;-1.5658762E+00;-13.2315359E+00
-1.1200E-03;-1.5658762E+00;-13.2315359E+00
-1.1100E-03;-1.5657192E+00;-13.2307507E+00
-1.1000E-03;-1.5657192E+00;-13.2315359E+00
-1.0900E-03;-1.5657192E+00;-13.2315359E+00
-1.0800E-03;-1.5654051E+00;-13.2291804E+00
-1.0700E-03;-1.5655622E+00;-13.2299656E+00
-1.0600E-03;-1.5655622E+00;-13.2307507E+00
-1.0500E-03;-1.5658762E+00;-13.2323211E+00
-1.0400E-03;-1.5655622E+00;-13.2307507E+00
-1.0300E-03;-1.5658762E+00;-13.2291804E+00
-1.0200E-03;-1.5657192E+00;-13.2323211E+00
-1.0100E-03;-1.5658762E+00;-13.2291804E+00
-1.0000E-03;-1.5654051E+00;-13.2331063E+00
-990.0E-06;-1.5657192E+00;-13.2323211E+00
-980.0E-06;-1.5657192E+00;-13.2315359E+00
-970.0E-06;-1.5657192E+00;-13.2315359E+00
-960.0E-06;-1.5658762E+00;-13.2307507E+00
-950.0E-06;-1.5657192E+00;-13.2299656E+00
-940.0E-06;-1.5658762E+00;-13.2338914E+00
-930.0E-06;-1.5658762E+00;-13.2315359E+00
-920.0E-06;-1.5658762E+00;-13.2307507E+00
-910.0E-06;-1.5657192E+00;-13.2283952E+00
-900.0E-06;-1.5657192E+00;-13.2331063E+00
-890.0E-06;-1.5657192E+00;-13.2307507E+00
-880.0E-06;-1.5657192E+00;-13.2307507E+00
-870.0E-06;-1.5655622E+00;-13.2315359E+00
