x-axis;1;2
second;Volt;Volt
-1.90000E-03;;
-1.87500E-03;-1.02367304E+00;-13.22211380E+00
-1.85000E-03;-1.02383008E+00;-13.22132862E+00
-1.82500E-03;-1.02343749E+00;-13.22132862E+00
-1.80000E-03;-1.02351601E+00;-13.22211380E+00
-1.77500E-03;-1.02343749E+00;-13.22289897E+00
-1.75000E-03;-1.02367304E+00;-13.22132862E+00
-1.72500E-03;-1.02367304E+00;-13.22132862E+00
-1.70000E-03;-1.02367304E+00;-13.22132862E+00
-1.67500E-03;-1.02343749E+00;-13.21975827E+00
-1.65000E-03;-1.02367304E+00;-13.22132862E+00
-1.62500E-03;-1.02359452E+00;-13.22132862E+00
-1.60000E-03;-1.02359452E+00;-13.22132862E+00
-1.57500E-03;-1.02367304E+00;-13.22132862E+00
-1.55000E-03;-1.02375156E+00;-13.22054345E+00
-1.52500E-03;-1.02359452E+00;-13.22211380E+00
-1.50000E-03;-1.02383008E+00;-13.21975827E+00
-1.47500E-03;-1.02351601E+00;-13.21975827E+00
-1.45000E-03;-1.02359452E+00;-13.22211380E+00
-1.42500E-03;-1.02367304E+00;-13.22054345E+00
-1.40000E-03;-1.02343749E+00;-13.22289897E+00
-1.37500E-03;-1.02343749E+00;-13.22132862E+00
-1.35000E-03;-1.02343749E+00;-13.22211380E+00
-1.32500E-03;-1.02359452E+00;-13.22211380E+00
-1.30000E-03;-1.02367304E+00;-13.22132862E+00
-1.27500E-03;-1.02367304E+00;-13.22132862E+00
-1.25000E-03;-1.02383008E+00;-13.22054345E+00
-1.22500E-03;-1.02359452E+00;-13.22211380E+00
-1.20000E-03;-1.02343749E+00;-13.21975827E+00
-1.17500E-03;-1.02351601E+00;-13.22132862E+00
-1.15000E-03;-1.02351601E+00;-13.22054345E+00
-1.12500E-03;-1.02343749E+00;-13.22054345E+00
-1.10000E-03;-1.02367304E+00;-13.22054345E+00
-1.07500E-03;-1.02367304E+00;-13.22054345E+00
-1.05000E-03;-1.02359452E+00;-13.22132862E+00
-1.02500E-03;-1.02343749E+00;-13.22211380E+00
-1.00000E-03;-1.02351601E+00;-13.22054345E+00
-975.00E-06;-1.02335897E+00;-13.22132862E+00
-950.00E-06;-1.02351601E+00;-13.22054345E+00
-925.00E-06;-1.02351601E+00;-13.22132862E+00
-900.00E-06;-1.02367304E+00;-13.22132862E+00
-875.00E-06;-1.02375156E+00;-13.22211380E+00
-850.00E-06;-1.02375156E+00;-13.22132862E+00
-825.00E-06;-1.02367304E+00;-13.22211380E+00
